language,configuration,model,dependency,layer,head,uas_score,architecture,is_multilingual,rank,best_score,relative_score
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,amod,0,2,0.7983051,decoder,True,1.0,0.7983051,1.0
fr,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,amod,0,2,0.6118644,decoder,True,3.0,0.7983051,0.7664543293034204
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,amod,0,2,0.38976946,decoder,True,1.0,0.38976946,1.0
gl,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,amod,0,2,0.29178673,decoder,True,3.0,0.38976946,0.7486136291950631
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,amod,0,2,0.5841837,decoder,True,1.0,0.5841837,1.0
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,amod,0,2,0.13657407,decoder,True,1.0,0.13657407,1.0
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_True,Llama-3.1-8B,amod,0,2,0.07488112,decoder,True,3.0,0.13657407,0.5482821153385852
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_True,Llama-3.1-8B,amod,0,2,0.07488112,decoder,True,3.0,0.13657407,0.5482821153385852
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,amod,31,14,0.45983934,decoder,True,2.0,0.5207497,0.8830333267594778
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,amod,31,14,0.3423029,decoder,True,2.0,0.38485608,0.8894309270104296
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,amod,31,14,0.6788136,decoder,True,2.0,0.7983051,0.8503185060448694
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,amod,31,14,0.3206052,decoder,True,2.0,0.38976946,0.8225508483912515
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,amod,31,14,0.5,decoder,True,2.0,0.5841837,0.8558951576362025
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,amod,31,14,0.12384259,decoder,True,2.0,0.13657407,0.906779669083597
ca,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,appos,7,10,0.16386555,decoder,True,3.0,0.16596639,0.9873417744399936
ca,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,appos,7,10,0.16386555,decoder,True,3.0,0.16596639,0.9873417744399936
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,appos,7,10,0.16386555,decoder,True,3.0,0.16596639,0.9873417744399936
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,appos,7,10,0.16386555,decoder,True,3.0,0.16596639,0.9873417744399936
en,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,appos,7,10,0.23529412,decoder,True,1.0,0.23529412,1.0
en,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,appos,7,10,0.23529412,decoder,True,1.0,0.23529412,1.0
en,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,appos,7,10,0.23529412,decoder,True,1.0,0.23529412,1.0
en,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,appos,7,10,0.23529412,decoder,True,1.0,0.23529412,1.0
es,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,appos,7,10,0.13002364,decoder,True,1.0,0.13002364,1.0
es,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,appos,7,10,0.13002364,decoder,True,1.0,0.13002364,1.0
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,appos,7,10,0.13002364,decoder,True,1.0,0.13002364,1.0
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,appos,7,10,0.13002364,decoder,True,1.0,0.13002364,1.0
eu,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,appos,7,10,0.25862068,decoder,True,1.0,0.25862068,1.0
eu,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,appos,7,10,0.25862068,decoder,True,1.0,0.25862068,1.0
eu,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,appos,7,10,0.25862068,decoder,True,1.0,0.25862068,1.0
eu,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,appos,7,10,0.25862068,decoder,True,1.0,0.25862068,1.0
fr,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,appos,7,10,0.19178082,decoder,True,1.0,0.19178082,1.0
fr,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,appos,7,10,0.19178082,decoder,True,1.0,0.19178082,1.0
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,appos,7,10,0.19178082,decoder,True,1.0,0.19178082,1.0
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,appos,7,10,0.19178082,decoder,True,1.0,0.19178082,1.0
gl,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,appos,7,10,0.08974359,decoder,True,1.0,0.08974359,1.0
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,appos,7,10,0.08974359,decoder,True,1.0,0.08974359,1.0
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,appos,7,10,0.08974359,decoder,True,1.0,0.08974359,1.0
gl,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,appos,7,10,0.08974359,decoder,True,1.0,0.08974359,1.0
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,appos,7,10,0.125,decoder,True,1.0,0.125,1.0
tr,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,appos,7,10,0.125,decoder,True,1.0,0.125,1.0
tr,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,appos,7,10,0.125,decoder,True,1.0,0.125,1.0
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,appos,7,10,0.125,decoder,True,1.0,0.125,1.0
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,aux,0,2,0.5817669,decoder,True,1.0,0.5817669,1.0
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,aux,0,2,0.29605263,decoder,True,3.0,0.5817669,0.5088853112818897
en,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,aux,0,2,0.4364896,decoder,True,1.0,0.4364896,1.0
en,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,aux,0,2,0.4295612,decoder,True,2.0,0.4364896,0.9841269986730498
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,aux,0,2,0.33167082,decoder,True,1.0,0.33167082,1.0
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,aux,0,2,0.18453865,decoder,True,3.0,0.33167082,0.5563909722296342
eu,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,aux,0,2,0.86846846,decoder,True,1.0,0.86846846,1.0
eu,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,aux,0,2,0.827027,decoder,True,2.0,0.86846846,0.9522821358417553
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,aux,0,2,0.259887,decoder,True,1.0,0.259887,1.0
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,aux,0,2,0.060606062,decoder,True,1.0,0.060606062,1.0
tr,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,aux,0,2,0.030303031,decoder,True,3.0,0.060606062,0.5
tr,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,aux,0,2,0.030303031,decoder,True,3.0,0.060606062,0.5
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,aux,0,2,0.030303031,decoder,True,3.0,0.060606062,0.5
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,aux,31,14,0.36654136,decoder,True,2.0,0.5817669,0.6300484953681621
en,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,aux,31,14,0.39722863,decoder,True,3.0,0.4364896,0.9100529084770864
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,aux,31,14,0.22942643,decoder,True,2.0,0.33167082,0.6917293176409067
eu,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,aux,31,14,0.6243243,decoder,True,3.0,0.86846846,0.7188796470513161
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,aux,31,14,0.20903955,decoder,True,2.0,0.259887,0.804347851181475
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,aux,31,14,0.060606062,decoder,True,1.0,0.060606062,1.0
tr,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,aux,31,14,0.030303031,decoder,True,3.0,0.060606062,0.5
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,0,2,0.25762713,decoder,True,1.0,0.25762713,1.0
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,case,0,2,0.13983051,decoder,True,3.0,0.25762713,0.5427631398913616
en,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,0,2,0.33638585,decoder,True,1.0,0.33638585,1.0
en,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,case,0,2,0.30402932,decoder,True,2.0,0.33638585,0.9038112631669852
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,0,2,0.17636238,decoder,True,1.0,0.17636238,1.0
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_True,Llama-3.1-8B,case,0,2,0.1049859,decoder,True,3.0,0.17636238,0.5952851169279978
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_True,Llama-3.1-8B,case,0,2,0.1049859,decoder,True,3.0,0.17636238,0.5952851169279978
eu,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,0,2,0.97572815,decoder,True,1.0,0.97572815,1.0
eu,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,0,2,0.97572815,decoder,True,1.0,0.97572815,1.0
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,0,2,0.33671275,decoder,True,1.0,0.33671275,1.0
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_True,Llama-3.1-8B,case,0,2,0.21314386,decoder,True,3.0,0.33671275,0.6330139265590625
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_True,Llama-3.1-8B,case,0,2,0.21314386,decoder,True,3.0,0.33671275,0.6330139265590625
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,0,2,0.16618161,decoder,True,1.0,0.16618161,1.0
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,0,2,0.30855018,decoder,True,1.0,0.30855018,1.0
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,0,2,0.19243987,decoder,True,1.0,0.19243987,1.0
tr,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,0,2,0.19243987,decoder,True,1.0,0.19243987,1.0
tr,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,case,0,2,0.18900344,decoder,True,3.0,0.19243987,0.9821428376562507
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,case,0,2,0.18900344,decoder,True,3.0,0.19243987,0.9821428376562507
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,31,14,0.18072034,decoder,True,2.0,0.25762713,0.7014802361847529
en,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,31,14,0.2728938,decoder,True,3.0,0.33638585,0.8112523163504054
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,31,14,0.13221431,decoder,True,2.0,0.17636238,0.7496741085031853
eu,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,31,14,0.79126215,decoder,True,3.0,0.97572815,0.8109452924977105
eu,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,31,14,0.79126215,decoder,True,3.0,0.97572815,0.8109452924977105
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,31,14,0.22580644,decoder,True,2.0,0.33671275,0.6706204027023034
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,31,14,0.11903376,decoder,True,2.0,0.16618161,0.7162871992875746
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,case,31,14,0.2410161,decoder,True,2.0,0.30855018,0.7811244835442974
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,cc,0,2,0.22508399,decoder,True,1.0,0.22508399,1.0
en,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,cc,0,2,0.39726028,decoder,True,1.0,0.39726028,1.0
en,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,cc,0,2,0.36130136,decoder,True,2.0,0.39726028,0.9094827199940553
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,cc,0,2,0.20467836,decoder,True,1.0,0.20467836,1.0
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,cc,0,2,0.11111111,decoder,True,3.0,0.20467836,0.5428571442530612
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,cc,0,2,0.27969348,decoder,True,1.0,0.27969348,1.0
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,cc,0,2,0.16283526,decoder,True,3.0,0.27969348,0.5821918337173967
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,cc,0,2,0.16329114,decoder,True,1.0,0.16329114,1.0
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,cc,0,2,0.08227848,decoder,True,3.0,0.16329114,0.5038759604470886
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,cc,0,2,0.32178217,decoder,True,1.0,0.32178217,1.0
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,cc,0,2,0.20792079,decoder,True,3.0,0.32178217,0.6461538561940832
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,cc,0,2,0.105058365,decoder,True,1.0,0.105058365,1.0
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_False+soft_scores_False,Llama-3.1-8B,cc,0,2,0.05836576,decoder,True,3.0,0.105058365,0.5555555714197532
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,cc,31,14,0.15341546,decoder,True,2.0,0.22508399,0.6815920581468278
es,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,cc,31,14,0.15321638,decoder,True,2.0,0.20467836,0.7485714659820414
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,cc,31,14,0.21455939,decoder,True,2.0,0.27969348,0.767123316567837
gl,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,cc,31,14,0.10886076,decoder,True,2.0,0.16329114,0.6666666666666666
pt,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,cc,31,14,0.21287128,decoder,True,2.0,0.32178217,0.6615384562792899
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,cc,31,14,0.08560311,decoder,True,2.0,0.105058365,0.8148147936625513
ca,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,ccomp,31,14,0.1491228,decoder,True,1.0,0.1491228,1.0
ca,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,ccomp,31,14,0.14035088,decoder,True,2.0,0.1491228,0.9411765337024252
eu,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,ccomp,31,14,0.15503876,decoder,True,1.0,0.15503876,1.0
fr,bidirectional_relations_False+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,ccomp,31,14,0.15172414,decoder,True,1.0,0.15172414,1.0
fr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,ccomp,31,14,0.15172414,decoder,True,1.0,0.15172414,1.0
tr,bidirectional_relations_True+group_relations_by_family_False+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,ccomp,31,14,0.045714285,decoder,True,1.0,0.045714285,1.0
ca,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,clausal_verb_arguments,31,14,0.21428572,decoder,True,1.0,0.21428572,1.0
ca,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,clausal_verb_arguments,31,14,0.20112781,decoder,True,2.0,0.21428572,0.9385964216374286
es,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,clausal_verb_arguments,31,14,0.110456556,decoder,True,1.0,0.110456556,1.0
es,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,clausal_verb_arguments,31,14,0.10014728,decoder,True,2.0,0.110456556,0.9066666898431996
fr,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,clausal_verb_arguments,31,14,0.29237288,decoder,True,1.0,0.29237288,1.0
fr,bidirectional_relations_False+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,clausal_verb_arguments,31,14,0.29237288,decoder,True,1.0,0.29237288,1.0
gl,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,clausal_verb_arguments,31,14,0.117529884,decoder,True,1.0,0.117529884,1.0
pt,bidirectional_relations_True+group_relations_by_family_True+remove_self_attention_True+soft_scores_False,Llama-3.1-8B,clausal_verb_arguments,31,14,0.265625,decoder,True,3.0,0.3203125,0.8292682926829268
